1,120,10,0.1,8,2000,120,deficient
1,120,10,0.1,24,200,20,deficient
1,120,10,0.1,24,200,120,deficient
1,120,10,0.1,24,2000,20,deficient
1,120,10,0.1,24,2000,120,deficient
1,120,10,1,1,200,20,deficient
1,120,10,1,1,200,120,deficient
1,120,10,1,1,2000,20,deficient
1,120,10,1,1,2000,120,deficient
1,120,10,1,8,200,20,deficient
1,120,10,1,8,200,120,deficient
1,120,10,1,8,2000,20,deficient
1,120,10,1,8,2000,120,deficient
1,120,10,1,24,200,20,deficient
1,120,10,1,24,200,120,deficient
1,120,10,1,24,2000,20,deficient
1,120,10,1,24,2000,120,deficient
1,120,10,2,1,200,20,deficient
1,120,10,2,1,200,120,deficient
1,120,10,2,1,2000,20,deficient
1,120,10,2,1,2000,120,deficient
1,120,10,2,8,200,20,deficient
1,120,10,2,8,200,120,deficient
1,120,10,2,8,2000,20,deficient
1,120,10,2,8,2000,120,deficient
1,120,10,2,24,200,20,deficient
1,120,10,2,24,200,120,deficient
1,120,10,2,24,2000,20,deficient
1,120,10,2,24,2000,120,deficient
1,120,100,0.1,1,200,20,deficient
1,120,100,0.1,1,200,120,deficient
1,120,100,0.1,1,2000,20,deficient
1,120,100,0.1,1,2000,120,deficient
1,120,100,0.1,8,200,20,deficient
1,120,100,0.1,8,200,120,deficient
1,120,100,0.1,8,2000,20,deficient
1,120,100,0.1,8,2000,120,deficient
1,120,100,0.1,24,200,20,deficient
1,120,100,0.1,24,200,120,deficient
1,120,100,0.1,24,2000,20,deficient
1,120,100,0.1,24,2000,120,deficient
1,120,100,1,1,200,20,deficient
1,120,100,1,1,200,120,deficient
1,120,100,1,1,2000,20,deficient
1,120,100,1,1,2000,120,deficient
1,120,100,1,8,200,20,deficient
1,120,100,1,8,200,120,deficient
1,120,100,1,8,2000,20,deficient
1,120,100,1,8,2000,120,deficient
1,120,100,1,24,200,20,deficient
1,120,100,1,24,200,120,deficient
